AreaType,AQI,PM2.5,PM10,NO2,SO2,CO,O3,TrafficDensity,RoadDistance,DustIndex,Temperature,Humidity,Rainfall,WindSpeed,Sunlight,SoilType,SoilPH,Drainage,SpaceType,AreaSize,MaintenanceLevel,WateringPreference,Purpose,RecommendedPlant
Residential,85,29.39,45.79,2.89,3.67,122.56,33.81,Medium,19,66,28,83,213,0,Full Shade,Loamy,6.9,Moderate,Indoor,Medium,Medium,Rare,Air Purification,Guava
Residential,102,37.88,54.74,7.86,5.97,156.24,41.8,Low,82,31,28,39,26,9,Full Sun,Sandy,5.8,Good,Balcony,Small,Low,Regular,Air Purification,Neem
Rural,20,8.0,20.45,6.66,0.74,70.0,24.76,Low,64,15,29,68,61,5,Full Sun,Loamy,7.1,Moderate,Balcony,Small,Low,Rare,Shade,Ashoka
Residential,100,31.94,53.76,10.4,1.88,129.6,38.66,High,26,63,26,41,117,10,Partial Shade,Loamy,7.4,Good,Outdoor,Small,Medium,Frequent,Air Purification,Guava
Urban,20,11.46,15.0,7.33,1.65,70.0,25.33,Low,75,45,34,29,0,2,Partial Shade,Loamy,6.5,Moderate,Indoor,Medium,High,Regular,Decoration,Gulmohar
Urban,66,20.49,24.85,7.17,3.11,90.97,30.95,High,28,71,24,69,140,4,Partial Shade,Clay,6.8,Moderate,Balcony,Small,High,Frequent,Air Purification,Ashoka
Residential,96,39.52,33.34,7.95,5.21,140.79,51.76,Low,49,40,24,58,300,12,Full Sun,Loamy,6.7,Moderate,Outdoor,Large,Low,Regular,Edible,Guava
Rural,82,23.14,26.92,8.89,3.07,127.22,39.88,Medium,42,50,29,38,0,11,Full Sun,Sandy,5.8,Good,Outdoor,Large,High,Frequent,Shade,Karanj
Residential,47,11.57,35.94,2.0,1.58,92.4,29.74,Low,60,51,25,75,92,7,Full Sun,Clay,7.1,Moderate,Outdoor,Small,Medium,Regular,Edible,Ashoka
Residential,55,31.59,19.21,3.65,1.57,82.53,40.38,High,66,83,30,80,152,0,Partial Shade,Clay,7.2,Moderate,Balcony,Medium,Low,Regular,Air Purification,Ashoka
Rural,110,29.12,41.19,15.55,3.2,180.6,53.43,Low,83,43,26,88,312,8,Partial Shade,Clay,6.8,Moderate,Outdoor,Large,Low,Regular,Decoration,Banyan
Residential,37,14.05,19.09,4.29,0.69,70.0,18.05,High,42,84,21,67,190,10,Partial Shade,Sandy,6.3,Moderate,Balcony,Large,Low,Regular,Decoration,Ashoka
Urban,102,46.77,40.87,11.06,2.1,148.63,51.11,Medium,34,63,32,41,100,11,Full Shade,Sandy,6.2,Good,Outdoor,Medium,High,Regular,Air Purification,Jamun
Residential,74,26.25,53.18,9.16,0.5,122.14,39.86,High,21,68,31,69,253,17,Full Sun,Clay,7.7,Moderate,Outdoor,Large,Low,Frequent,Decoration,Gulmohar
Rural,47,25.59,21.55,2.0,3.47,100.13,30.61,Low,76,30,32,35,28,12,Full Sun,Loamy,5.9,Good,Outdoor,Large,Medium,Regular,Air Purification,Guava
Urban,65,27.36,34.86,2.0,3.07,91.74,35.43,High,28,95,31,42,129,6,Partial Shade,Loamy,6.0,Moderate,Balcony,Small,Medium,Rare,Edible,Jamun
Urban,51,18.79,19.18,8.12,5.51,108.25,28.0,Medium,63,61,25,53,17,1,Full Shade,Loamy,7.0,Good,Indoor,Medium,Medium,Frequent,Decoration,Guava
Rural,91,31.25,28.92,8.55,1.34,128.74,48.63,Low,69,21,33,63,327,14,Full Shade,Sandy,6.4,Good,Outdoor,Medium,High,Regular,Edible,Mango
Urban,105,23.93,42.27,10.57,6.91,164.19,46.99,Medium,76,76,31,78,232,4,Full Shade,Loamy,6.4,Moderate,Balcony,Small,Medium,Regular,Shade,Karanj
Residential,51,16.92,19.68,9.05,2.12,119.61,46.81,Low,85,29,23,78,132,1,Full Shade,Loamy,6.6,Moderate,Indoor,Small,Low,Rare,Edible,Karanj
Rural,69,26.16,27.18,4.47,0.5,121.31,52.04,Medium,85,52,29,63,232,19,Full Sun,Loamy,7.7,Moderate,Balcony,Medium,Medium,Frequent,Air Purification,Jamun
Residential,55,21.54,15.0,4.68,0.5,96.86,35.14,Medium,65,29,27,73,149,13,Full Sun,Loamy,7.2,Poor,Outdoor,Medium,High,Frequent,Decoration,Guava
Rural,102,50.46,47.93,9.77,3.07,180.65,56.42,Low,63,25,31,66,262,16,Full Sun,Loamy,6.7,Good,Outdoor,Large,Low,Regular,Edible,Guava
Urban,42,17.55,18.95,7.13,3.43,102.24,29.62,Medium,53,79,34,51,0,0,Partial Shade,Clay,7.0,Good,Indoor,Large,High,Frequent,Shade,Mango
Residential,127,47.69,45.0,11.99,5.02,161.49,55.5,Medium,39,67,26,92,258,0,Partial Shade,Loamy,6.9,Good,Indoor,Medium,Low,Rare,Shade,Peepal
Residential,73,33.08,35.51,6.04,2.45,103.72,41.42,High,33,77,29,74,191,12,Full Sun,Sandy,6.5,Good,Outdoor,Large,Medium,Regular,Air Purification,Guava
Residential,48,21.08,30.26,13.09,3.95,107.31,26.8,Low,71,45,30,62,113,5,Partial Shade,Loamy,7.0,Good,Balcony,Small,Low,Regular,Edible,Guava
Urban,57,20.29,37.52,7.29,2.7,103.06,30.12,High,14,75,25,78,164,0,Partial Shade,Loamy,6.2,Good,Indoor,Medium,Low,Rare,Edible,Mango
Residential,74,25.93,15.72,11.28,0.66,105.35,55.66,Low,69,48,26,70,82,12,Full Sun,Sandy,6.6,Moderate,Outdoor,Large,Low,Regular,Edible,Peepal
Residential,51,16.73,19.57,2.0,4.27,104.85,33.85,Medium,55,61,24,79,217,13,Partial Shade,Loamy,6.7,Poor,Outdoor,Large,High,Frequent,Air Purification,Ashoka
Urban,82,31.73,27.47,4.23,1.7,110.24,47.84,Low,65,25,30,48,108,0,Partial Shade,Loamy,5.9,Good,Balcony,Medium,Medium,Rare,Shade,Ashoka
Residential,62,21.44,24.82,9.92,1.07,115.3,42.86,Medium,17,48,27,68,203,13,Partial Shade,Loamy,6.8,Moderate,Outdoor,Small,Medium,Regular,Shade,Neem
Residential,42,19.61,32.75,4.82,1.74,99.63,25.25,Medium,5,56,24,58,114,3,Partial Shade,Sandy,6.2,Moderate,Balcony,Small,High,Regular,Shade,Neem
Residential,69,18.72,27.16,6.66,3.38,105.13,30.28,Medium,28,67,25,78,195,0,Full Shade,Loamy,7.0,Good,Indoor,Medium,Medium,Regular,Edible,Jamun
Rural,50,19.38,21.2,2.7,1.34,108.45,45.08,Medium,46,35,31,44,148,12,Full Sun,Loamy,6.8,Moderate,Outdoor,Large,Low,Regular,Air Purification,Neem
Urban,61,31.44,22.99,11.39,0.5,99.1,38.98,High,27,97,25,77,197,0,Full Shade,Sandy,6.1,Good,Indoor,Medium,Medium,Frequent,Air Purification,Jamun
Urban,53,18.14,39.27,9.39,1.48,104.55,35.03,Low,81,35,34,36,137,12,Full Sun,Loamy,7.3,Good,Outdoor,Medium,High,Frequent,Edible,Guava
Rural,68,35.5,15.0,7.86,4.33,91.36,42.59,Low,100,28,27,78,318,11,Full Sun,Loamy,7.0,Good,Outdoor,Large,Medium,Regular,Decoration,Banyan
Urban,134,47.2,55.83,15.04,4.82,183.62,63.73,Medium,55,53,38,42,0,6,Partial Shade,Loamy,6.7,Good,Indoor,Large,Low,Rare,Decoration,Neem
Residential,75,26.41,28.58,7.53,4.73,145.16,49.03,Medium,26,65,32,66,186,10,Full Sun,Loamy,6.7,Moderate,Outdoor,Large,Medium,Frequent,Air Purification,Guava
Residential,94,33.72,29.71,7.72,4.4,117.03,54.12,Low,75,57,26,35,43,9,Partial Shade,Loamy,6.5,Good,Balcony,Medium,Medium,Regular,Air Purification,Karanj
Residential,48,15.97,32.98,4.24,1.42,113.51,33.3,Low,59,59,29,95,281,1,Partial Shade,Clay,6.5,Moderate,Indoor,Small,Low,Regular,Air Purification,Banyan
Residential,71,13.55,19.4,11.45,1.85,112.02,40.77,Low,55,30,24,53,195,9,Partial Shade,Loamy,7.4,Good,Balcony,Medium,Medium,Regular,Shade,Arjun
Urban,94,38.3,39.8,8.88,3.91,160.14,57.56,Low,68,44,30,52,69,3,Full Shade,Loamy,7.1,Moderate,Indoor,Small,Low,Rare,Air Purification,Neem
Residential,51,31.99,24.79,6.82,2.63,134.45,23.5,Medium,36,49,28,69,279,14,Full Shade,Loamy,6.7,Moderate,Outdoor,Medium,Medium,Frequent,Decoration,Guava
Residential,91,34.91,36.21,8.47,3.7,142.84,47.81,Low,70,40,33,88,249,10,Full Shade,Clay,7.1,Moderate,Outdoor,Medium,Medium,Regular,Decoration,Mango
Urban,49,21.42,15.0,10.17,2.58,111.15,25.51,Medium,48,68,31,44,74,16,Full Sun,Sandy,6.0,Good,Outdoor,Large,Low,Regular,Edible,Gulmohar
Rural,83,28.29,37.51,6.87,3.08,140.33,32.93,Medium,45,49,35,49,239,7,Partial Shade,Loamy,7.0,Poor,Outdoor,Large,Medium,Frequent,Shade,Neem
Residential,79,35.02,31.09,15.22,2.99,147.22,38.09,Medium,43,46,22,52,161,4,Partial Shade,Clay,6.4,Poor,Indoor,Small,High,Rare,Edible,Peepal
Rural,75,26.51,41.97,6.46,1.83,122.07,34.1,Medium,44,38,26,74,262,11,Full Sun,Loamy,7.0,Moderate,Outdoor,Large,Medium,Regular,Air Purification,Mango
Residential,57,22.41,32.07,4.84,0.92,121.02,40.21,Medium,60,31,30,85,306,8,Full Sun,Sandy,6.1,Good,Balcony,Large,Medium,Rare,Shade,Mango
Rural,68,15.05,48.11,16.13,3.96,106.8,26.31,Low,74,10,26,47,96,12,Full Sun,Loamy,7.0,Moderate,Outdoor,Large,Medium,Regular,Edible,Guava
Rural,86,27.2,41.0,5.47,1.89,156.77,53.85,Medium,49,64,29,70,276,8,Full Sun,Loamy,6.9,Poor,Outdoor,Medium,Medium,Frequent,Decoration,Peepal
Urban,63,24.99,35.17,7.52,0.5,95.64,35.48,High,28,77,26,57,58,7,Partial Shade,Loamy,6.7,Good,Balcony,Large,High,Regular,Edible,Ashoka
Residential,99,40.11,42.71,14.96,3.25,140.54,55.31,Medium,51,60,28,55,97,4,Full Shade,Sandy,6.8,Poor,Indoor,Small,Medium,Frequent,Air Purification,Karanj
Urban,77,33.02,50.03,2.76,3.52,116.57,38.05,High,29,100,27,30,47,11,Partial Shade,Sandy,7.1,Moderate,Balcony,Large,High,Rare,Decoration,Mango
Residential,72,16.28,34.32,9.51,2.71,130.18,35.8,Low,66,43,28,52,171,13,Partial Shade,Sandy,6.0,Good,Outdoor,Medium,Medium,Frequent,Decoration,Guava
Residential,64,14.25,30.06,2.0,0.93,129.5,35.81,Medium,70,34,25,49,148,12,Partial Shade,Loamy,6.5,Good,Balcony,Medium,Low,Regular,Edible,Guava
Rural,103,39.49,51.58,11.42,5.54,162.37,48.0,Medium,37,55,22,44,135,14,Partial Shade,Clay,7.8,Good,Outdoor,Medium,Medium,Rare,Edible,Arjun
Rural,66,19.3,26.56,16.08,3.13,108.07,36.61,Low,65,24,23,64,285,13,Full Sun,Sandy,6.0,Moderate,Outdoor,Large,Medium,Regular,Decoration,Mango
Rural,83,34.76,34.86,2.0,5.03,160.09,38.83,Low,70,22,28,72,206,8,Full Sun,Clay,6.9,Poor,Outdoor,Large,Low,Regular,Decoration,Neem
Rural,78,17.96,41.08,8.72,3.07,150.05,42.23,Low,81,43,31,88,309,10,Full Sun,Clay,6.9,Moderate,Outdoor,Large,Medium,Regular,Edible,Gulmohar
Urban,129,43.98,64.04,11.79,5.41,182.3,60.91,Medium,55,52,35,67,233,12,Partial Shade,Clay,7.4,Moderate,Balcony,Large,High,Regular,Air Purification,Peepal
Urban,58,20.93,33.14,3.19,0.83,99.07,39.66,Medium,55,47,21,59,142,13,Partial Shade,Loamy,7.6,Good,Outdoor,Medium,High,Rare,Air Purification,Banyan
Residential,104,39.2,47.04,5.24,0.5,129.41,59.73,Medium,44,54,24,60,121,7,Full Shade,Sandy,6.3,Good,Balcony,Medium,Low,Frequent,Shade,Banyan
Residential,47,11.32,25.9,10.63,2.26,112.19,33.79,Medium,49,66,26,61,184,9,Full Shade,Loamy,7.3,Good,Indoor,Medium,Low,Regular,Shade,Karanj
Urban,92,20.56,50.32,11.07,1.55,136.75,51.79,Medium,57,62,35,42,0,11,Full Sun,Clay,7.1,Good,Outdoor,Medium,Medium,Regular,Shade,Banyan
Urban,110,39.33,41.45,4.46,5.4,176.66,63.12,Medium,60,65,37,48,85,10,Full Sun,Loamy,6.4,Good,Outdoor,Large,Medium,Regular,Air Purification,Gulmohar
Rural,82,32.22,38.45,5.61,4.65,151.38,38.85,Low,87,21,31,57,249,14,Full Sun,Loamy,7.0,Moderate,Outdoor,Medium,Medium,Rare,Decoration,Mango
Rural,79,34.11,15.0,6.91,3.64,122.05,47.64,Low,51,22,26,63,108,15,Full Shade,Sandy,6.7,Good,Outdoor,Large,High,Frequent,Decoration,Gulmohar
Urban,76,24.93,41.84,2.55,1.82,127.39,37.36,Medium,28,62,34,70,202,5,Full Sun,Loamy,6.7,Good,Balcony,Small,Medium,Rare,Decoration,Karanj
Urban,74,31.07,28.82,9.01,3.0,124.75,36.88,Medium,61,57,30,60,49,13,Full Sun,Sandy,6.2,Moderate,Outdoor,Large,High,Regular,Edible,Guava
Residential,82,31.97,32.39,10.4,4.09,158.91,44.72,Medium,56,33,30,46,64,10,Partial Shade,Loamy,6.0,Good,Balcony,Medium,Medium,Regular,Shade,Banyan
Residential,62,30.39,29.06,8.54,3.27,107.25,17.69,Low,84,38,28,66,112,10,Full Sun,Loamy,6.6,Good,Outdoor,Medium,High,Regular,Shade,Ashoka
Rural,79,27.74,42.13,17.19,1.79,141.73,41.32,Low,80,33,34,95,312,5,Full Shade,Sandy,6.3,Moderate,Indoor,Small,Medium,Rare,Edible,Arjun
Rural,76,16.7,55.05,5.08,0.5,128.44,36.92,Low,81,39,24,60,129,12,Partial Shade,Clay,7.2,Moderate,Outdoor,Large,Medium,Regular,Air Purification,Mango
Residential,63,22.38,18.04,5.78,3.26,142.65,27.83,Medium,45,52,33,55,71,10,Full Sun,Clay,7.6,Poor,Outdoor,Large,Medium,Regular,Shade,Ashoka
Urban,72,26.29,27.44,6.37,2.93,111.43,45.71,High,31,96,37,82,194,1,Full Sun,Loamy,6.6,Good,Indoor,Medium,Low,Regular,Air Purification,Neem
Residential,44,19.63,24.31,9.38,2.98,78.02,26.93,Medium,46,49,39,83,400,9,Full Sun,Loamy,6.4,Good,Outdoor,Large,Medium,Regular,Edible,Guava
Rural,100,25.8,40.19,13.98,3.77,116.11,53.52,Low,57,28,22,30,91,15,Full Sun,Loamy,6.6,Good,Outdoor,Medium,Medium,Regular,Air Purification,Peepal
Residential,100,33.13,52.69,6.48,3.56,152.95,55.27,Low,79,18,22,78,258,10,Partial Shade,Loamy,6.6,Good,Balcony,Medium,Low,Regular,Decoration,Karanj
Residential,79,33.28,35.84,14.89,2.9,134.31,49.17,High,38,76,33,76,122,0,Full Shade,Sandy,5.7,Good,Indoor,Medium,High,Regular,Air Purification,Guava
Rural,110,37.68,57.28,8.27,3.63,155.57,69.6,Low,79,31,24,64,210,0,Partial Shade,Clay,7.1,Moderate,Balcony,Medium,Low,Rare,Decoration,Karanj
Residential,91,30.2,40.23,13.61,7.13,157.76,42.71,High,10,62,27,59,204,14,Full Sun,Sandy,6.6,Moderate,Outdoor,Large,Medium,Rare,Edible,Neem
Residential,80,39.84,41.96,12.37,2.85,158.34,35.28,High,31,76,22,70,307,7,Full Sun,Sandy,6.2,Good,Balcony,Large,High,Frequent,Shade,Mango
Residential,94,26.6,35.82,12.05,3.13,130.31,63.01,Low,94,42,25,70,299,0,Partial Shade,Clay,7.2,Moderate,Balcony,Small,High,Regular,Decoration,Banyan
Residential,75,34.15,51.0,7.43,4.14,122.12,39.95,Low,82,10,37,64,204,3,Full Shade,Clay,6.8,Poor,Indoor,Small,Medium,Regular,Decoration,Jamun
Rural,80,34.53,24.0,7.96,3.88,100.52,42.16,High,30,100,27,85,400,15,Full Sun,Clay,7.6,Poor,Outdoor,Medium,High,Frequent,Air Purification,Peepal
Urban,137,45.86,55.88,16.26,5.04,186.2,67.91,Medium,84,63,26,74,123,0,Full Shade,Clay,6.4,Moderate,Indoor,Medium,Medium,Regular,Air Purification,Karanj
Residential,79,27.87,25.82,11.22,1.88,118.55,42.98,High,11,88,25,67,231,5,Full Sun,Sandy,5.2,Poor,Outdoor,Large,High,Regular,Shade,Karanj
Urban,75,26.53,41.9,11.59,1.08,118.48,40.47,Low,91,59,28,60,214,0,Full Shade,Sandy,7.1,Good,Indoor,Small,Medium,Regular,Air Purification,Neem
Urban,89,32.46,45.7,12.85,3.39,136.76,52.75,High,33,94,34,55,182,0,Partial Shade,Loamy,7.0,Good,Outdoor,Large,Medium,Regular,Edible,Ashoka
Rural,81,25.16,28.27,10.66,2.94,140.58,35.0,Low,76,23,28,80,277,11,Full Sun,Loamy,7.1,Moderate,Balcony,Small,Medium,Regular,Air Purification,Gulmohar
Residential,49,15.6,32.56,12.06,1.52,96.59,25.48,High,22,90,32,31,122,8,Full Sun,Sandy,6.5,Good,Outdoor,Medium,Medium,Regular,Air Purification,Ashoka
Urban,96,31.55,38.73,8.24,4.88,181.52,48.59,High,44,92,33,42,119,8,Partial Shade,Clay,7.6,Good,Outdoor,Large,Low,Regular,Shade,Mango
Residential,85,28.11,42.8,9.82,4.74,133.61,31.83,Low,96,28,30,91,146,12,Partial Shade,Sandy,6.8,Moderate,Balcony,Small,Low,Regular,Edible,Banyan
Residential,61,20.27,34.6,5.26,4.36,86.99,25.59,Low,67,22,27,79,213,14,Full Shade,Clay,7.2,Good,Balcony,Small,Low,Rare,Decoration,Arjun
Residential,118,27.5,51.6,22.39,2.8,153.2,67.37,Medium,5,55,25,80,208,14,Full Shade,Loamy,6.6,Good,Outdoor,Large,Low,Frequent,Decoration,Peepal
Rural,93,33.28,50.34,13.43,5.15,153.78,36.61,Low,100,38,24,80,211,2,Partial Shade,Loamy,6.2,Good,Indoor,Small,Medium,Regular,Decoration,Ashoka
Urban,62,19.3,28.89,11.63,0.5,125.13,34.12,Medium,52,48,42,56,0,10,Full Sun,Clay,7.4,Moderate,Indoor,Medium,Low,Frequent,Shade,Neem
Urban,117,29.41,55.85,14.32,4.23,165.17,60.92,High,12,100,33,49,15,4,Full Sun,Clay,6.8,Moderate,Indoor,Medium,Low,Regular,Air Purification,Jamun
Residential,100,32.9,43.81,10.77,5.09,149.09,56.72,Medium,47,47,26,74,282,6,Full Sun,Sandy,6.3,Good,Balcony,Medium,High,Regular,Air Purification,Arjun
Residential,75,24.46,20.55,19.43,1.51,128.75,44.8,Medium,12,42,40,61,220,19,Full Sun,Sandy,6.5,Good,Outdoor,Medium,High,Regular,Shade,Gulmohar
Residential,122,49.91,54.25,17.84,2.45,181.98,53.36,Medium,50,48,32,59,156,10,Full Sun,Clay,6.1,Poor,Outdoor,Medium,Low,Rare,Edible,Banyan
Rural,92,29.12,35.65,9.0,3.48,140.85,41.33,Low,67,18,29,74,229,0,Full Sun,Sandy,7.1,Good,Indoor,Small,Medium,Regular,Air Purification,Karanj
Residential,77,31.42,47.48,7.84,5.59,104.64,40.51,Low,41,37,24,67,155,16,Full Sun,Loamy,6.8,Good,Outdoor,Medium,Low,Rare,Edible,Jamun
Residential,71,33.73,22.91,9.28,5.49,108.71,42.62,Medium,59,34,30,82,383,9,Full Shade,Loamy,7.0,Moderate,Balcony,Large,Low,Frequent,Air Purification,Arjun
Residential,98,30.57,54.96,8.66,5.5,136.51,39.71,Low,53,29,21,91,228,2,Partial Shade,Clay,7.0,Moderate,Balcony,Small,Medium,Rare,Air Purification,Arjun
Rural,86,30.1,38.69,8.35,1.88,114.51,49.53,Low,94,45,28,52,111,14,Full Sun,Sandy,6.1,Good,Outdoor,Large,Low,Regular,Edible,Gulmohar
Urban,72,36.13,37.49,2.4,2.97,100.36,41.07,High,36,86,34,51,100,4,Full Shade,Loamy,7.7,Moderate,Balcony,Large,Medium,Regular,Edible,Mango
Urban,72,27.13,23.2,2.0,6.32,128.18,36.36,High,5,70,37,58,162,2,Full Sun,Sandy,5.6,Good,Outdoor,Medium,Low,Regular,Edible,Neem
Residential,74,28.66,32.61,16.57,4.37,123.21,45.79,Low,60,18,30,47,112,8,Full Sun,Loamy,7.4,Moderate,Outdoor,Medium,Low,Regular,Air Purification,Mango
Rural,72,23.32,28.92,6.45,0.64,134.46,50.34,Low,88,25,24,93,253,1,Partial Shade,Loamy,6.9,Moderate,Indoor,Medium,Medium,Frequent,Shade,Guava
Rural,50,22.62,41.83,5.28,3.51,132.56,35.02,Low,57,45,29,56,108,18,Partial Shade,Clay,6.9,Moderate,Outdoor,Large,Medium,Rare,Decoration,Ashoka
Urban,41,15.29,15.71,5.97,0.93,106.39,31.77,Low,81,44,28,73,110,0,Full Sun,Sandy,7.0,Moderate,Indoor,Small,Low,Rare,Air Purification,Guava
Urban,101,24.34,55.65,13.87,3.4,161.73,47.49,Medium,54,63,28,66,175,2,Partial Shade,Sandy,6.9,Good,Indoor,Medium,Low,Rare,Decoration,Karanj
Residential,30,9.77,25.94,7.8,2.82,70.0,15.87,High,6,57,15,89,257,3,Full Shade,Sandy,7.0,Moderate,Indoor,Small,High,Regular,Edible,Banyan
Rural,92,25.26,51.75,14.4,3.02,151.46,41.15,Medium,45,37,32,73,75,7,Full Shade,Loamy,6.9,Good,Indoor,Large,Low,Regular,Edible,Banyan
Rural,77,28.08,31.59,11.23,2.33,126.18,42.3,Low,58,31,32,31,112,10,Partial Shade,Clay,7.3,Poor,Outdoor,Medium,High,Frequent,Shade,Banyan
Rural,106,31.48,62.96,10.47,5.6,175.48,42.03,Low,87,35,30,68,294,15,Partial Shade,Loamy,6.3,Moderate,Outdoor,Small,Medium,Frequent,Decoration,Jamun
Urban,63,25.66,46.56,12.73,3.82,91.05,33.49,High,28,85,33,53,124,4,Partial Shade,Clay,7.2,Good,Indoor,Small,Medium,Regular,Air Purification,Guava
Residential,102,35.93,49.78,10.47,4.36,166.34,42.6,Medium,41,68,25,67,318,1,Partial Shade,Sandy,5.6,Good,Indoor,Medium,Medium,Regular,Air Purification,Banyan
Residential,63,15.3,26.74,11.8,5.85,103.1,38.64,Medium,33,68,29,67,150,11,Full Sun,Sandy,7.0,Good,Outdoor,Large,Medium,Regular,Air Purification,Mango
Urban,90,28.74,34.91,3.94,3.82,121.19,51.2,Medium,48,81,32,69,112,0,Partial Shade,Clay,6.8,Moderate,Indoor,Medium,Medium,Regular,Air Purification,Banyan
Rural,94,36.74,47.25,15.67,4.11,179.6,52.72,Low,28,27,24,66,170,4,Full Shade,Clay,6.9,Good,Outdoor,Large,High,Rare,Decoration,Jamun
Urban,69,31.66,33.5,4.64,2.4,120.69,50.09,High,36,89,34,56,48,0,Partial Shade,Sandy,5.5,Good,Indoor,Large,Medium,Frequent,Decoration,Ashoka
Urban,107,31.9,50.4,5.83,2.56,153.46,43.51,High,5,75,25,55,16,12,Partial Shade,Loamy,7.0,Good,Outdoor,Medium,Medium,Rare,Edible,Arjun
Residential,58,14.56,17.58,2.02,0.5,99.27,42.79,Medium,17,52,26,95,365,12,Full Shade,Loamy,6.6,Good,Balcony,Small,Low,Rare,Shade,Ashoka
Residential,84,41.43,39.54,10.37,4.62,127.93,46.62,Low,48,40,33,38,67,12,Full Sun,Loamy,6.6,Poor,Outdoor,Large,Medium,Regular,Air Purification,Jamun
Rural,98,34.28,54.31,19.96,3.08,139.7,51.99,Low,64,45,23,72,282,13,Full Sun,Sandy,6.3,Good,Outdoor,Small,High,Regular,Edible,Jamun
Rural,103,36.54,53.78,10.49,7.77,147.26,61.41,Low,35,27,25,73,91,14,Partial Shade,Clay,7.5,Poor,Balcony,Small,Low,Frequent,Shade,Karanj
Urban,130,40.46,55.29,13.25,3.38,174.68,47.29,Low,71,35,31,87,240,9,Partial Shade,Loamy,6.4,Moderate,Balcony,Medium,Low,Regular,Edible,Banyan
Residential,59,22.76,27.91,10.38,1.44,105.25,35.75,Medium,46,71,38,30,0,10,Full Sun,Loamy,6.3,Good,Balcony,Large,Low,Regular,Decoration,Gulmohar
Residential,41,25.82,15.0,3.39,2.53,73.44,27.77,Medium,52,47,30,53,170,6,Full Shade,Loamy,7.4,Poor,Balcony,Medium,Low,Regular,Air Purification,Mango
Residential,68,25.97,27.24,7.52,1.31,118.65,32.99,Medium,18,52,24,68,168,11,Partial Shade,Loamy,7.1,Good,Outdoor,Large,Low,Rare,Decoration,Neem
Rural,88,37.43,38.24,8.53,1.2,142.18,44.73,Low,77,44,23,53,18,3,Partial Shade,Clay,7.3,Moderate,Indoor,Large,Low,Regular,Shade,Guava
Rural,102,35.83,51.91,19.05,4.88,164.61,53.36,Medium,18,57,30,56,130,14,Full Sun,Loamy,6.5,Poor,Outdoor,Large,Medium,Regular,Decoration,Peepal
Urban,94,26.87,37.83,10.76,0.5,162.61,47.88,High,43,85,32,57,0,9,Partial Shade,Loamy,6.1,Good,Indoor,Medium,Low,Regular,Edible,Peepal
Urban,47,13.41,15.45,9.22,2.52,92.58,20.99,Low,83,43,26,29,0,0,Full Shade,Sandy,6.7,Poor,Indoor,Small,Low,Frequent,Edible,Mango
Residential,94,26.31,49.54,7.61,3.96,149.19,46.33,Low,44,25,25,71,69,13,Full Sun,Loamy,6.5,Moderate,Outdoor,Medium,High,Regular,Air Purification,Jamun
Residential,65,24.76,27.92,3.29,4.15,128.88,30.6,Low,82,55,33,45,0,7,Full Shade,Loamy,7.6,Moderate,Indoor,Small,Medium,Regular,Air Purification,Peepal
Residential,99,42.01,38.87,13.57,4.5,137.79,43.41,Medium,65,58,36,56,117,14,Full Sun,Loamy,6.2,Good,Outdoor,Medium,High,Regular,Shade,Guava
Rural,150,52.47,73.5,16.51,9.49,200.12,59.46,Medium,36,37,20,45,93,14,Full Shade,Loamy,7.0,Good,Outdoor,Medium,Low,Rare,Edible,Peepal
Residential,88,29.19,44.63,14.04,2.88,143.35,58.29,Medium,71,32,31,53,66,9,Partial Shade,Sandy,6.1,Good,Balcony,Large,Medium,Regular,Edible,Ashoka
Urban,92,27.62,40.98,6.73,1.57,108.81,44.13,Low,63,36,40,68,140,10,Partial Shade,Loamy,6.6,Poor,Balcony,Small,High,Rare,Air Purification,Ashoka
Residential,61,24.26,26.81,7.12,6.77,111.62,34.05,Medium,39,54,23,63,213,4,Full Sun,Sandy,6.0,Good,Balcony,Large,High,Regular,Edible,Mango
Urban,36,8.0,22.16,2.0,2.04,90.47,29.35,High,16,94,30,59,134,7,Full Sun,Loamy,7.0,Moderate,Outdoor,Small,Low,Frequent,Edible,Gulmohar
Urban,60,15.0,33.51,5.42,1.29,98.42,32.73,Low,100,61,35,84,301,5,Full Sun,Clay,7.5,Moderate,Balcony,Small,High,Frequent,Shade,Guava
Residential,47,22.91,25.41,2.0,0.5,115.26,39.91,High,10,86,28,31,0,13,Full Sun,Sandy,6.9,Moderate,Outdoor,Medium,Low,Rare,Decoration,Mango
Residential,42,14.19,22.61,4.64,1.59,125.05,35.69,Medium,52,47,25,52,135,10,Full Sun,Loamy,6.6,Poor,Balcony,Small,Low,Regular,Shade,Guava
Rural,111,36.85,45.77,17.22,2.96,165.71,56.14,Medium,59,58,29,49,184,9,Full Sun,Loamy,6.0,Good,Balcony,Small,Medium,Regular,Air Purification,Guava
Rural,80,27.39,33.23,5.77,2.05,109.02,43.02,Low,81,31,30,34,150,8,Partial Shade,Loamy,7.0,Good,Outdoor,Medium,Low,Rare,Shade,Guava
Rural,80,32.76,36.23,5.72,0.5,126.25,47.92,Low,78,37,25,58,142,10,Full Sun,Clay,6.9,Good,Outdoor,Large,Low,Regular,Edible,Mango
