AreaType,AQI,PM2.5,PM10,NO2,SO2,CO,O3,TrafficDensity,RoadDistance,DustIndex,Temperature,Humidity,Rainfall,WindSpeed,Sunlight,SoilType,SoilPH,Drainage,SpaceType,AreaSize,MaintenanceLevel,WateringPreference,Purpose,RecommendedPlant
Urban,93,29.3,62.0,9.1,3.8,0.34,61.9,Medium,37,68,34,93,120,9,Full Sun,Loamy,5.8,Good,Indoor,Medium,Low,Regular,Edible,Mango
Residential,92,26.7,66.3,9.9,3.2,0.32,64.5,High,22,72,25,60,52,9,Full Sun,Sandy,6.2,Moderate,Outdoor,Medium,Low,Rare,Decoration,Aloe Vera
Residential,89,31.5,73.2,10.4,4.0,0.36,63.9,High,15,86,27,56,57,10,Partial Shade,Sandy,5.9,Good,Balcony,Large,High,Rare,Edible,Aloe Vera
Urban,59,18.8,45.1,7.1,3.1,0.19,61.4,Low,81,44,28,80,149,2,Full Sun,Clay,8.2,Moderate,Indoor,Small,Medium,Regular,Decoration,Peace Lily
Residential,89,34.4,68.7,9.7,3.2,0.34,64.1,High,17,79,32,65,119,11,Full Sun,Sandy,5.8,Good,Outdoor,Large,Low,Rare,Edible,Mango
Residential,100,32.4,68.9,10.7,3.8,0.4,63.6,High,29,65,21,73,89,1,Full Sun,Sandy,6.4,Good,Indoor,Medium,High,Frequent,Air Purification,Peace Lily
Residential,48,23.4,32.3,5.0,2.4,0.2,56.2,Low,66,27,28,60,120,9,Full Sun,Sandy,6.4,Good,Balcony,Medium,Medium,Regular,Shade,Bougainvillea
Urban,83,31.7,60.9,8.6,2.9,0.29,63.5,Medium,34,69,31,58,148,5,Full Sun,Sandy,5.9,Moderate,Balcony,Medium,Medium,Frequent,Edible,Tulsi
Urban,77,26.6,61.2,6.8,2.8,0.24,55.8,Medium,54,59,28,65,138,13,Partial Shade,Sandy,6.1,Good,Outdoor,Medium,Medium,Frequent,Air Purification,Areca Palm
Urban,97,35.8,74.0,9.9,3.9,0.41,55.4,High,39,69,32,55,45,10,Full Shade,Loamy,7.1,Good,Balcony,Medium,Low,Rare,Edible,Tulsi
Rural,52,20.7,36.8,6.0,1.4,0.16,63.5,Low,58,25,22,63,296,13,Full Sun,Clay,7.0,Moderate,Outdoor,Medium,Medium,Regular,Shade,Peepal
Urban,105,26.9,81.6,10.3,4.1,0.37,76.0,High,5,86,29,49,93,15,Full Sun,Clay,5.5,Good,Outdoor,Medium,Low,Rare,Edible,Mango
Residential,77,23.3,59.7,8.3,3.1,0.28,54.6,Medium,9,45,21,49,110,2,Partial Shade,Loamy,6.3,Poor,Indoor,Medium,Medium,Regular,Decoration,Spider Plant
Urban,66,27.3,56.9,5.7,2.3,0.29,62.3,Medium,71,58,29,67,77,4,Full Sun,Sandy,6.2,Poor,Balcony,Medium,Low,Rare,Air Purification,Snake Plant
Urban,90,29.4,64.8,8.4,3.8,0.3,57.8,Medium,60,55,30,48,93,9,Partial Shade,Loamy,6.5,Moderate,Outdoor,Small,High,Frequent,Air Purification,Neem
Urban,69,23.0,54.5,7.9,2.4,0.31,61.2,Medium,34,44,32,58,170,7,Full Sun,Loamy,6.9,Good,Outdoor,Large,Low,Rare,Air Purification,Neem
Rural,55,21.3,46.0,5.7,1.9,0.17,55.5,Low,50,43,30,26,52,0,Partial Shade,Sandy,6.0,Good,Outdoor,Medium,Medium,Regular,Edible,Mango
Residential,65,24.2,41.3,6.3,2.1,0.21,48.6,Low,29,10,33,61,120,15,Partial Shade,Loamy,6.6,Good,Outdoor,Large,Medium,Regular,Shade,Peepal
Residential,55,21.6,53.2,4.8,3.2,0.18,51.4,Low,65,44,27,45,40,8,Full Sun,Sandy,6.5,Good,Outdoor,Large,Low,Frequent,Edible,Mango
Residential,98,35.0,74.6,10.4,3.4,0.42,57.1,High,5,97,31,86,225,4,Partial Shade,Loamy,6.5,Poor,Indoor,Medium,Low,Regular,Decoration,Money Plant
Rural,66,26.1,54.7,8.0,2.4,0.29,58.4,High,21,45,25,50,142,15,Partial Shade,Sandy,6.9,Moderate,Outdoor,Medium,Medium,Frequent,Air Purification,Neem
Rural,51,19.1,37.5,5.0,2.2,0.13,52.5,Low,52,20,32,47,154,16,Full Sun,Sandy,6.3,Good,Outdoor,Medium,Low,Regular,Edible,Mango
Residential,61,19.8,47.4,5.4,1.7,0.27,42.6,Low,88,54,22,43,0,0,Partial Shade,Clay,7.2,Good,Indoor,Small,Medium,Regular,Air Purification,Snake Plant
Urban,91,30.9,70.1,9.3,3.9,0.34,67.1,Medium,65,87,25,40,38,14,Full Sun,Loamy,6.8,Poor,Outdoor,Medium,Low,Regular,Edible,Guava
Residential,105,35.1,75.0,10.9,3.9,0.36,68.3,High,5,87,34,41,54,17,Full Sun,Clay,7.0,Moderate,Outdoor,Medium,Low,Regular,Decoration,Neem
Rural,42,17.4,38.4,4.5,1.1,0.15,62.6,Low,65,18,23,45,51,4,Full Sun,Loamy,6.8,Moderate,Outdoor,Large,Medium,Regular,Decoration,Bougainvillea
Rural,46,18.3,42.6,4.4,1.1,0.19,58.8,Low,79,26,26,69,95,9,Full Sun,Sandy,6.6,Good,Outdoor,Medium,High,Frequent,Shade,Banyan
Urban,69,26.7,56.0,6.8,2.9,0.24,50.2,Low,85,51,26,49,0,0,Partial Shade,Loamy,6.4,Moderate,Indoor,Medium,High,Rare,Decoration,Snake Plant
Urban,85,32.2,57.8,8.0,2.6,0.29,61.2,Medium,36,54,28,65,160,2,Partial Shade,Clay,6.8,Poor,Indoor,Large,Medium,Frequent,Decoration,Money Plant
Rural,72,21.2,62.7,7.7,2.9,0.25,59.9,Medium,24,41,22,54,94,15,Full Sun,Sandy,5.9,Good,Outdoor,Large,Low,Regular,Air Purification,Peepal
Rural,54,21.6,43.8,4.7,2.9,0.16,58.8,Low,69,30,26,61,207,9,Full Sun,Clay,7.0,Moderate,Outdoor,Large,Low,Regular,Decoration,Ashoka
Urban,105,34.7,73.9,9.6,3.4,0.39,58.9,High,14,92,29,61,161,6,Full Shade,Clay,7.2,Good,Indoor,Small,Low,Regular,Decoration,Money Plant
Rural,48,18.7,41.6,4.3,2.4,0.17,52.9,Low,87,10,22,78,215,19,Full Shade,Loamy,6.2,Good,Outdoor,Large,Medium,Rare,Air Purification,Bamboo
Residential,100,32.9,73.1,10.0,2.7,0.43,46.5,High,51,81,33,77,204,0,Full Shade,Clay,6.5,Moderate,Indoor,Large,Low,Regular,Decoration,Peace Lily
Urban,102,29.5,78.0,11.1,3.3,0.38,64.3,High,39,83,30,59,235,0,Full Sun,Clay,7.8,Poor,Indoor,Large,High,Frequent,Shade,Banyan
Residential,93,28.4,64.0,9.6,3.3,0.34,65.3,High,5,67,28,49,96,13,Full Sun,Loamy,6.7,Moderate,Outdoor,Medium,Low,Rare,Shade,Peepal
Residential,69,30.1,45.4,6.5,2.4,0.26,62.5,Medium,41,52,33,41,109,15,Full Sun,Clay,5.9,Poor,Outdoor,Large,Medium,Regular,Shade,Banyan
Residential,75,24.8,58.6,7.4,1.5,0.25,58.2,Medium,60,68,32,79,204,10,Full Sun,Loamy,6.2,Good,Balcony,Small,Medium,Frequent,Decoration,Areca Palm
Urban,89,31.0,65.4,8.9,4.7,0.29,69.8,Medium,58,57,26,25,0,5,Full Sun,Clay,7.1,Moderate,Balcony,Large,Medium,Frequent,Edible,Mango
Rural,56,25.8,38.4,5.1,1.2,0.17,57.4,Low,77,29,26,76,207,5,Full Sun,Sandy,6.2,Good,Balcony,Medium,Medium,Regular,Decoration,Areca Palm
Residential,70,23.7,52.8,8.1,2.5,0.23,45.5,Medium,61,62,27,79,187,6,Partial Shade,Loamy,6.5,Good,Indoor,Small,Low,Frequent,Air Purification,Peace Lily
Residential,73,23.3,56.5,7.4,3.2,0.26,50.6,Medium,28,60,30,87,235,9,Partial Shade,Clay,7.1,Moderate,Balcony,Small,Medium,Rare,Edible,Tulsi
Residential,68,23.9,49.3,6.5,2.1,0.28,39.5,Medium,22,70,28,49,0,10,Partial Shade,Clay,6.7,Moderate,Indoor,Medium,Medium,Regular,Shade,Peepal
Residential,67,22.7,58.4,7.0,2.5,0.25,55.5,Medium,38,63,35,54,99,16,Full Sun,Sandy,6.1,Poor,Outdoor,Large,Medium,Frequent,Shade,Peepal
Residential,58,16.8,44.2,6.1,2.7,0.21,49.4,Low,44,37,21,87,385,3,Full Shade,Sandy,6.7,Moderate,Indoor,Large,High,Regular,Air Purification,Peace Lily
Urban,105,37.0,75.5,10.9,4.1,0.39,63.2,High,15,80,27,27,0,0,Partial Shade,Loamy,6.0,Moderate,Balcony,Large,High,Regular,Shade,Bamboo
Residential,55,17.6,41.7,5.3,1.9,0.18,51.1,Low,53,45,23,25,4,14,Full Shade,Loamy,6.5,Good,Outdoor,Small,Low,Regular,Air Purification,Snake Plant
Residential,46,15.6,41.6,4.7,1.9,0.15,59.8,Low,87,40,31,64,180,8,Full Sun,Loamy,7.5,Poor,Balcony,Small,Low,Frequent,Decoration,Ashoka
Rural,55,19.1,46.8,4.6,2.5,0.2,58.6,Low,74,40,34,81,202,15,Full Sun,Loamy,7.2,Poor,Outdoor,Medium,High,Regular,Edible,Coconut
Urban,101,31.8,76.4,11.3,3.4,0.34,66.7,High,38,91,30,79,216,1,Full Sun,Sandy,6.2,Good,Balcony,Medium,High,Frequent,Edible,Coconut
Residential,83,28.6,61.5,8.4,2.4,0.25,68.8,Medium,77,78,25,62,18,8,Partial Shade,Loamy,6.6,Moderate,Outdoor,Medium,Low,Rare,Edible,Guava
Residential,84,28.2,56.2,7.6,3.1,0.31,54.0,Medium,30,56,30,46,97,7,Partial Shade,Loamy,6.5,Good,Balcony,Large,Low,Regular,Air Purification,Snake Plant
Urban,102,35.8,74.5,9.6,4.2,0.39,48.9,High,5,100,21,67,71,0,Full Shade,Loamy,6.3,Good,Indoor,Medium,Low,Regular,Shade,Money Plant
Urban,73,23.6,56.5,6.4,3.2,0.2,56.3,Low,54,27,28,56,153,1,Full Sun,Sandy,5.5,Moderate,Indoor,Medium,High,Regular,Air Purification,Money Plant
Rural,41,19.8,36.0,4.8,1.6,0.13,44.1,Low,87,25,24,69,153,0,Full Shade,Sandy,6.2,Good,Indoor,Medium,Low,Regular,Air Purification,Peace Lily
Urban,78,24.4,57.9,7.0,2.8,0.27,41.4,Medium,53,55,31,39,62,2,Full Shade,Loamy,7.2,Good,Indoor,Small,Medium,Regular,Air Purification,Snake Plant
Rural,36,13.2,36.8,3.8,1.6,0.17,51.0,Low,85,13,19,61,123,11,Full Sun,Loamy,6.4,Good,Outdoor,Medium,High,Frequent,Decoration,Bougainvillea
Residential,69,23.7,60.0,4.7,3.5,0.29,55.8,Medium,33,75,30,82,304,12,Full Sun,Clay,7.7,Moderate,Outdoor,Large,Medium,Regular,Air Purification,Coconut
Residential,102,34.0,76.9,10.1,3.7,0.36,67.3,High,21,85,27,37,86,19,Partial Shade,Loamy,6.9,Good,Outdoor,Large,High,Frequent,Air Purification,Neem
Residential,67,22.9,51.5,8.2,2.4,0.2,51.1,Medium,45,41,30,51,137,0,Full Sun,Sandy,5.9,Good,Indoor,Medium,High,Frequent,Decoration,Aloe Vera
Residential,50,20.1,39.1,5.5,2.0,0.17,47.2,Low,48,29,30,69,123,4,Partial Shade,Clay,6.5,Poor,Indoor,Medium,Medium,Frequent,Edible,Areca Palm
Urban,85,29.3,62.8,9.8,3.0,0.29,51.3,Medium,33,53,35,49,63,8,Full Sun,Sandy,6.6,Good,Outdoor,Medium,Medium,Regular,Shade,Peepal
Residential,98,34.1,69.8,10.3,3.5,0.33,63.3,High,5,90,29,37,0,4,Partial Shade,Loamy,6.4,Good,Balcony,Medium,Medium,Rare,Air Purification,Snake Plant
Rural,43,21.3,40.7,3.9,2.2,0.17,52.3,Low,85,49,36,75,71,12,Full Sun,Loamy,6.5,Good,Outdoor,Large,Low,Rare,Decoration,Bougainvillea
Residential,61,20.5,46.8,5.8,2.4,0.21,54.7,Medium,75,49,26,77,237,0,Partial Shade,Clay,6.4,Moderate,Indoor,Large,Medium,Regular,Decoration,Peace Lily
Rural,41,18.9,35.6,3.8,1.5,0.14,56.8,Low,45,16,28,54,218,7,Partial Shade,Loamy,7.4,Poor,Outdoor,Small,High,Frequent,Edible,Mango
Rural,61,26.1,47.3,7.2,2.0,0.23,57.7,Medium,32,42,33,37,78,14,Full Sun,Loamy,7.1,Moderate,Outdoor,Large,Medium,Regular,Shade,Peepal
Urban,97,32.1,73.0,8.9,3.1,0.39,63.4,High,22,95,38,55,156,0,Full Sun,Sandy,6.5,Good,Balcony,Small,Low,Rare,Shade,Neem
Residential,59,21.7,42.0,5.9,3.5,0.21,52.5,Low,61,26,20,53,91,16,Partial Shade,Clay,7.3,Moderate,Outdoor,Large,Medium,Regular,Edible,Mango
Residential,95,33.0,65.8,10.5,3.6,0.35,66.1,High,22,80,34,62,93,7,Full Sun,Sandy,5.9,Good,Balcony,Medium,Low,Rare,Air Purification,Neem
Rural,38,16.6,30.1,2.8,1.1,0.13,52.8,Low,87,21,27,71,273,9,Full Sun,Loamy,6.0,Moderate,Outdoor,Large,Medium,Regular,Edible,Coconut
Rural,48,22.6,50.7,3.7,1.8,0.17,48.7,Low,92,18,31,93,225,13,Full Sun,Loamy,7.7,Good,Outdoor,Small,Low,Regular,Air Purification,Coconut
Residential,84,28.9,64.2,6.1,3.5,0.3,52.6,Medium,53,52,28,81,121,0,Partial Shade,Loamy,6.7,Good,Indoor,Medium,Low,Regular,Decoration,Spider Plant
Rural,63,22.6,51.6,6.3,1.4,0.25,44.8,Medium,77,76,24,53,258,15,Full Shade,Sandy,6.1,Good,Outdoor,Large,Medium,Regular,Decoration,Bougainvillea
Urban,86,29.0,68.3,8.5,3.9,0.32,53.1,Medium,14,70,26,48,66,2,Partial Shade,Loamy,7.1,Good,Indoor,Small,Low,Frequent,Edible,Snake Plant
Urban,105,33.7,78.1,10.9,4.0,0.42,51.7,High,13,100,30,40,127,1,Partial Shade,Sandy,5.9,Good,Indoor,Medium,Low,Rare,Shade,ZZ Plant
Residential,58,21.6,55.9,5.6,2.0,0.23,52.2,Low,89,54,25,64,220,8,Partial Shade,Sandy,5.5,Poor,Balcony,Medium,High,Rare,Air Purification,Peace Lily
Rural,50,22.8,43.1,5.4,2.4,0.21,60.4,Low,51,29,26,55,180,16,Partial Shade,Sandy,6.2,Good,Outdoor,Large,High,Regular,Decoration,Ashoka
Rural,37,12.8,39.1,2.3,1.6,0.13,46.7,Low,88,30,29,90,210,15,Full Shade,Clay,7.1,Good,Indoor,Medium,Low,Regular,Shade,Ashoka
Residential,82,27.3,59.8,9.0,2.3,0.38,59.3,High,24,59,21,44,58,4,Partial Shade,Sandy,5.3,Good,Indoor,Large,High,Regular,Air Purification,ZZ Plant
Urban,89,28.6,69.8,8.8,3.4,0.37,56.6,High,15,79,40,33,108,16,Full Sun,Loamy,6.2,Moderate,Outdoor,Medium,Low,Rare,Decoration,Bougainvillea
Residential,66,24.3,45.9,5.8,2.6,0.21,47.1,Low,68,46,26,66,242,8,Partial Shade,Loamy,6.2,Good,Balcony,Small,Medium,Regular,Edible,Guava
Rural,49,20.0,51.3,4.9,1.8,0.21,61.0,Low,70,25,27,53,143,12,Full Sun,Loamy,6.2,Moderate,Outdoor,Large,Medium,Regular,Air Purification,Guava
Rural,62,21.4,54.3,4.3,2.6,0.19,61.6,Low,73,47,28,71,140,10,Full Sun,Loamy,6.8,Moderate,Outdoor,Large,Medium,Rare,Air Purification,Peepal
Urban,105,33.3,81.5,10.2,4.0,0.36,69.2,High,41,91,25,30,105,10,Partial Shade,Clay,7.1,Poor,Outdoor,Medium,High,Regular,Decoration,Ashoka
Urban,82,27.4,59.8,8.7,3.9,0.29,54.0,Medium,58,51,40,40,10,0,Partial Shade,Clay,7.3,Moderate,Indoor,Small,High,Frequent,Edible,Tulsi
Rural,47,22.3,51.6,4.6,2.2,0.21,50.5,Low,100,33,29,94,156,0,Full Sun,Loamy,6.7,Good,Indoor,Medium,High,Regular,Air Purification,Tulsi
Residential,94,33.7,67.9,10.9,3.4,0.39,63.8,High,5,74,25,58,177,8,Full Shade,Clay,6.7,Moderate,Balcony,Small,Medium,Regular,Decoration,Spider Plant
Urban,73,26.9,56.3,8.2,3.0,0.3,61.8,Medium,84,55,26,53,118,14,Full Sun,Sandy,6.5,Good,Outdoor,Medium,High,Rare,Shade,Neem
Rural,86,30.9,72.2,8.1,3.6,0.36,52.9,High,5,83,29,54,118,12,Full Shade,Loamy,5.6,Good,Outdoor,Large,Medium,Regular,Air Purification,Peepal
Urban,102,31.1,70.0,11.0,4.6,0.35,50.6,High,16,60,21,58,137,6,Full Shade,Loamy,6.1,Moderate,Indoor,Small,Low,Regular,Shade,Snake Plant
Residential,63,22.4,58.1,6.6,1.9,0.26,46.7,Medium,40,46,30,95,94,11,Full Shade,Sandy,6.3,Good,Indoor,Medium,Medium,Rare,Air Purification,Snake Plant
Urban,101,33.7,72.1,8.8,4.3,0.38,55.9,High,17,91,31,70,185,0,Partial Shade,Clay,7.3,Poor,Indoor,Small,Medium,Regular,Decoration,Areca Palm
Urban,84,31.9,62.0,7.4,4.6,0.32,47.9,Medium,52,62,29,41,0,0,Full Shade,Loamy,6.5,Good,Indoor,Large,Low,Rare,Air Purification,Snake Plant
Urban,103,36.2,78.2,11.1,4.3,0.36,57.4,High,19,80,37,80,291,0,Partial Shade,Clay,7.2,Moderate,Indoor,Small,Low,Regular,Decoration,Peace Lily
Urban,78,26.6,57.0,7.7,2.9,0.26,70.1,Medium,35,55,38,43,67,0,Full Sun,Sandy,6.3,Good,Balcony,Small,High,Regular,Shade,Bougainvillea
Urban,80,27.3,64.2,8.6,2.8,0.31,57.8,Medium,60,67,28,49,147,1,Partial Shade,Sandy,6.9,Good,Balcony,Small,Low,Regular,Shade,Neem
Rural,50,21.4,47.0,4.0,2.3,0.13,51.3,Low,72,35,28,47,212,14,Full Sun,Loamy,7.6,Moderate,Outdoor,Large,High,Regular,Shade,Banyan
Rural,43,20.2,36.2,3.2,1.7,0.18,50.5,Low,85,35,21,61,144,17,Partial Shade,Loamy,6.4,Good,Outdoor,Large,Low,Regular,Air Purification,Money Plant
Urban,104,33.5,80.3,11.5,3.9,0.39,64.5,High,36,100,38,77,215,12,Partial Shade,Loamy,6.8,Moderate,Outdoor,Small,Medium,Rare,Shade,Peepal
Urban,90,29.3,68.8,6.5,3.7,0.33,56.4,Medium,29,49,31,35,85,1,Partial Shade,Sandy,6.3,Poor,Balcony,Large,Medium,Regular,Air Purification,Snake Plant
Residential,70,25.0,53.3,7.2,2.7,0.25,49.2,Medium,74,59,23,78,188,2,Full Sun,Loamy,6.8,Good,Indoor,Small,Medium,Regular,Air Purification,Peace Lily
Urban,80,25.3,59.2,8.1,3.5,0.29,48.8,Medium,61,63,28,87,297,2,Partial Shade,Loamy,6.5,Moderate,Indoor,Large,Low,Regular,Air Purification,Peace Lily
Rural,75,29.0,53.1,7.7,2.1,0.27,56.4,Medium,21,64,21,78,360,9,Full Shade,Loamy,7.0,Good,Outdoor,Large,Low,Frequent,Decoration,Coconut
Urban,91,31.3,63.4,9.5,3.5,0.33,46.5,Medium,39,72,36,36,3,0,Full Shade,Loamy,6.6,Moderate,Indoor,Medium,Medium,Regular,Air Purification,Snake Plant
Urban,79,28.9,64.2,7.3,3.1,0.3,59.7,Medium,61,62,32,65,120,0,Full Sun,Clay,7.5,Poor,Indoor,Medium,Medium,Frequent,Air Purification,Tulsi
Urban,101,36.2,73.1,11.9,3.9,0.41,70.7,High,19,67,30,78,241,9,Full Sun,Sandy,7.4,Poor,Outdoor,Medium,Medium,Frequent,Decoration,Coconut
Urban,93,33.1,71.0,8.8,3.9,0.36,56.1,High,25,91,34,70,84,2,Full Sun,Sandy,6.0,Good,Balcony,Medium,Low,Regular,Shade,Neem
Rural,51,14.1,42.2,4.2,2.4,0.12,50.1,Low,57,33,27,63,384,7,Partial Shade,Loamy,6.5,Poor,Balcony,Large,Medium,Frequent,Shade,Bamboo
Urban,83,26.4,64.6,7.3,2.8,0.3,59.6,Medium,38,63,24,59,122,5,Partial Shade,Clay,7.2,Moderate,Balcony,Medium,Medium,Regular,Shade,Ashoka
Rural,53,23.9,44.9,4.7,1.7,0.19,52.7,Medium,62,42,39,59,110,18,Full Sun,Loamy,6.4,Moderate,Outdoor,Medium,Medium,Regular,Edible,Mango
Rural,41,14.5,37.1,2.8,1.1,0.13,39.6,Low,63,31,21,69,104,0,Full Shade,Loamy,7.0,Good,Indoor,Medium,Medium,Regular,Shade,Spider Plant
Urban,105,32.9,75.6,10.3,3.8,0.38,66.9,High,5,73,29,48,110,9,Partial Shade,Loamy,6.9,Good,Balcony,Small,Medium,Rare,Edible,Tulsi
Residential,94,28.6,66.7,10.1,2.3,0.38,56.1,High,65,72,32,40,154,7,Partial Shade,Sandy,5.6,Good,Outdoor,Medium,Medium,Regular,Decoration,Bougainvillea
Residential,69,21.0,49.6,6.6,2.0,0.28,51.3,Medium,11,49,22,32,83,8,Partial Shade,Loamy,6.5,Moderate,Balcony,Small,High,Regular,Edible,Tulsi
Residential,69,22.0,50.9,7.6,3.3,0.23,53.6,Medium,62,58,19,74,250,4,Partial Shade,Loamy,7.1,Good,Indoor,Medium,Low,Regular,Edible,Spider Plant
Rural,67,20.4,48.2,6.7,1.9,0.22,52.1,Medium,22,22,28,65,136,13,Full Shade,Clay,8.0,Moderate,Outdoor,Large,Low,Frequent,Air Purification,Peepal
Urban,60,19.6,43.2,5.2,2.6,0.2,56.6,Low,100,35,26,54,81,8,Partial Shade,Loamy,6.7,Moderate,Indoor,Small,Medium,Regular,Decoration,Spider Plant
Residential,79,25.2,49.8,7.5,3.0,0.3,47.6,Medium,46,56,25,67,183,1,Full Shade,Sandy,5.7,Moderate,Indoor,Small,Medium,Regular,Decoration,Peace Lily
Rural,43,18.3,43.9,3.0,1.1,0.16,47.4,Low,64,27,24,57,106,4,Partial Shade,Clay,6.1,Moderate,Indoor,Large,Medium,Regular,Shade,Areca Palm
Urban,87,32.3,65.7,9.5,4.1,0.35,53.5,High,41,95,42,55,0,0,Partial Shade,Loamy,6.7,Good,Indoor,Medium,Medium,Frequent,Air Purification,Money Plant
Residential,86,29.2,62.8,10.5,2.5,0.33,59.0,High,55,55,30,61,253,12,Partial Shade,Loamy,6.9,Poor,Outdoor,Large,Medium,Frequent,Edible,Coconut
Residential,105,35.7,74.3,11.0,2.9,0.38,65.6,High,18,87,35,61,180,7,Full Sun,Loamy,6.7,Poor,Outdoor,Large,Medium,Regular,Decoration,Ashoka
Urban,105,33.1,68.2,10.0,3.9,0.41,66.1,High,46,85,36,68,107,0,Full Sun,Clay,6.9,Good,Indoor,Medium,Low,Rare,Edible,Aloe Vera
Residential,52,21.3,46.8,3.9,2.2,0.17,52.7,Low,75,24,34,29,0,0,Full Sun,Loamy,6.8,Good,Indoor,Small,High,Regular,Shade,Bougainvillea
Rural,79,30.8,63.6,9.5,2.8,0.37,53.7,High,13,59,30,71,263,15,Partial Shade,Loamy,7.0,Poor,Outdoor,Medium,Medium,Regular,Decoration,Ashoka
Rural,83,30.4,65.0,8.1,3.4,0.34,70.4,High,32,90,26,46,158,9,Full Sun,Loamy,6.0,Good,Outdoor,Medium,Medium,Regular,Shade,Peepal
Residential,54,23.9,47.0,3.3,2.5,0.21,55.4,Low,69,59,17,49,43,7,Full Sun,Loamy,6.1,Moderate,Balcony,Large,Low,Rare,Air Purification,ZZ Plant
Residential,52,24.2,44.7,4.9,1.2,0.19,54.2,Low,71,47,32,77,251,7,Partial Shade,Loamy,5.9,Moderate,Balcony,Small,High,Regular,Air Purification,Areca Palm
Urban,90,30.1,67.4,10.5,3.8,0.33,51.0,High,47,84,34,46,128,3,Full Sun,Clay,6.7,Poor,Indoor,Medium,Low,Rare,Edible,Tulsi
Residential,95,30.8,74.6,10.6,2.7,0.34,70.0,High,13,81,32,49,202,5,Full Sun,Clay,6.7,Poor,Outdoor,Large,Medium,Regular,Shade,Peepal
Residential,89,30.1,75.3,9.6,3.9,0.31,63.6,High,34,94,25,43,113,11,Full Sun,Clay,6.5,Moderate,Outdoor,Small,High,Regular,Shade,Banyan
Rural,103,34.7,66.8,11.9,4.3,0.41,72.5,High,23,71,22,60,170,10,Full Sun,Clay,7.0,Poor,Outdoor,Medium,Medium,Frequent,Air Purification,Ashoka
Urban,103,34.8,72.8,10.5,3.8,0.36,60.8,High,30,76,28,78,166,0,Partial Shade,Loamy,6.3,Poor,Indoor,Small,Medium,Regular,Edible,Areca Palm
Residential,84,25.6,61.6,8.2,4.2,0.32,59.2,Medium,12,60,36,53,175,7,Partial Shade,Clay,7.1,Moderate,Balcony,Large,Medium,Regular,Shade,Peepal
Residential,75,22.0,46.6,6.6,3.7,0.22,65.2,Medium,100,25,25,40,155,9,Full Sun,Loamy,6.8,Good,Outdoor,Large,Low,Frequent,Shade,Peepal
Residential,58,19.2,50.4,6.1,2.5,0.19,61.7,Low,93,24,32,71,154,8,Full Sun,Sandy,5.6,Good,Outdoor,Large,Low,Rare,Decoration,Bougainvillea
Residential,54,23.9,45.7,5.3,1.3,0.16,53.4,Low,43,44,27,94,264,8,Full Sun,Loamy,6.5,Good,Outdoor,Large,Medium,Frequent,Shade,Coconut
Residential,89,31.6,66.0,9.5,4.1,0.32,59.8,High,12,54,26,46,119,8,Partial Shade,Sandy,6.0,Good,Balcony,Large,Medium,Regular,Shade,Peepal
Urban,72,25.7,53.8,5.8,2.8,0.26,49.2,Low,72,27,28,55,103,2,Partial Shade,Loamy,7.4,Good,Indoor,Large,Medium,Regular,Air Purification,Money Plant
Residential,101,37.2,71.7,10.4,3.9,0.38,65.4,High,19,82,21,62,168,12,Partial Shade,Loamy,6.7,Good,Outdoor,Large,Medium,Regular,Shade,Banyan
Rural,41,17.5,39.2,4.5,1.9,0.2,45.9,Medium,77,41,25,60,211,10,Partial Shade,Loamy,6.0,Poor,Outdoor,Large,Medium,Frequent,Shade,Bamboo
Residential,77,19.7,52.1,8.4,2.7,0.3,54.3,Medium,43,42,27,69,202,19,Partial Shade,Loamy,6.7,Moderate,Outdoor,Medium,Medium,Regular,Decoration,Areca Palm
Urban,105,35.0,72.6,12.0,3.8,0.4,65.1,High,12,96,29,34,4,9,Partial Shade,Loamy,6.5,Good,Outdoor,Small,Medium,Regular,Decoration,Bougainvillea
Urban,78,28.2,64.6,9.3,3.5,0.28,46.9,Medium,41,52,21,65,33,4,Full Shade,Loamy,7.4,Good,Indoor,Medium,High,Frequent,Air Purification,Snake Plant
Urban,72,24.2,62.3,8.3,2.4,0.29,49.0,Medium,56,67,31,61,131,10,Partial Shade,Loamy,6.1,Good,Outdoor,Large,Low,Rare,Shade,Peepal
Residential,54,14.5,41.8,5.6,2.1,0.21,53.0,Low,80,28,31,92,372,19,Partial Shade,Loamy,6.4,Good,Outdoor,Large,Low,Regular,Decoration,Coconut
Rural,30,16.4,31.0,1.7,0.2,0.13,50.0,Low,88,35,34,57,231,7,Full Sun,Sandy,6.4,Moderate,Outdoor,Medium,Low,Rare,Air Purification,Neem
Rural,58,22.7,52.4,5.7,1.8,0.26,53.6,Medium,22,51,27,54,211,14,Full Shade,Loamy,6.8,Moderate,Outdoor,Medium,Medium,Rare,Decoration,Ashoka
Residential,55,19.0,48.5,4.2,2.4,0.19,56.0,Low,93,10,28,95,400,6,Full Sun,Loamy,5.8,Good,Balcony,Large,Medium,Regular,Edible,Mango
Urban,75,25.8,61.9,7.0,2.8,0.28,55.2,Medium,45,65,36,49,85,0,Full Sun,Clay,7.0,Good,Outdoor,Medium,Medium,Regular,Edible,Mango
