AreaType,AQI,PM2.5,PM10,NO2,SO2,CO,O3,TrafficDensity,RoadDistance,DustIndex,Temperature,Humidity,Rainfall,WindSpeed,Sunlight,SoilType,SoilPH,Drainage,SpaceType,AreaSize,MaintenanceLevel,WateringPreference,Purpose,RecommendedPlant
Residential,37,19.4,35.3,7.5,5.2,0.27,37.9,Low,46,10,20,92,126,14,Partial Shade,Loamy,6.6,Moderate,Indoor,Medium,Low,Frequent,Decoration,Money Plant
Rural,33,30.1,55.0,19.7,1.8,0.51,61.7,Medium,5,41,29,65,57,16,Full Shade,Clay,7.0,Moderate,Indoor,Medium,Low,Regular,Decoration,ZZ Plant
Rural,68,42.9,90.9,8.8,7.5,0.36,69.4,Medium,26,32,28,70,232,9,Full Sun,Loamy,6.9,Poor,Outdoor,Large,High,Frequent,Air Purification,Banyan
Residential,33,37.3,69.9,10.5,4.1,0.49,90.0,High,41,30,29,79,261,3,Partial Shade,Sandy,7.6,Good,Outdoor,Large,Low,Regular,Edible,Coconut
Urban,89,29.7,61.9,4.3,1.8,0.37,89.2,Medium,127,74,35,88,71,11,Full Sun,Loamy,5.4,Moderate,Indoor,Medium,Low,Regular,Air Purification,Snake Plant
Urban,83,17.2,36.2,11.1,3.3,0.32,87.3,High,19,30,40,31,338,15,Full Sun,Clay,6.6,Moderate,Balcony,Small,Medium,Frequent,Shade,Bamboo
Urban,45,39.7,79.5,11.6,5.4,0.3,71.9,Low,11,32,31,52,281,14,Partial Shade,Loamy,5.5,Moderate,Indoor,Medium,High,Regular,Air Purification,Peace Lily
Residential,30,9.1,19.7,18.9,6.8,0.38,85.7,High,112,80,19,67,104,2,Full Sun,Loamy,8.0,Moderate,Balcony,Small,Medium,Regular,Edible,Guava
Urban,52,31.7,68.9,8.8,1.0,0.3,35.4,Medium,107,93,25,45,194,16,Partial Shade,Clay,7.5,Good,Indoor,Medium,Low,Regular,Decoration,Money Plant
Urban,103,21.9,43.9,16.9,5.6,0.37,65.5,Low,16,27,36,80,296,3,Full Sun,Loamy,6.8,Moderate,Outdoor,Large,Low,Frequent,Air Purification,Neem
Urban,104,9.2,16.7,8.2,3.6,0.74,62.4,Medium,55,25,36,81,89,16,Partial Shade,Sandy,6.7,Good,Indoor,Medium,Low,Regular,Decoration,Snake Plant
Rural,97,15.9,32.6,16.5,1.2,0.38,34.0,Low,84,32,19,79,183,3,Full Sun,Loamy,6.2,Good,Indoor,Medium,Medium,Regular,Air Purification,Areca Palm
Residential,65,35.3,72.2,2.5,3.9,0.45,46.2,Low,83,41,29,59,193,11,Full Sun,Sandy,6.8,Good,Outdoor,Large,High,Rare,Edible,Coconut
Residential,63,35.0,70.4,2.5,3.4,0.18,84.0,High,99,60,37,41,334,5,Partial Shade,Loamy,6.5,Good,Outdoor,Large,Low,Rare,Decoration,Bamboo
Residential,69,21.2,46.3,7.5,7.9,0.54,32.1,Medium,72,59,20,76,193,2,Full Sun,Clay,7.6,Moderate,Indoor,Medium,Medium,Rare,Shade,Snake Plant
Residential,90,15.6,29.4,13.4,5.1,0.54,37.6,High,132,13,32,36,139,8,Full Sun,Sandy,8.2,Good,Balcony,Small,Medium,Regular,Decoration,Bougainvillea
Residential,83,24.0,51.4,11.0,7.9,0.5,57.9,Low,35,38,35,43,94,4,Full Shade,Loamy,6.0,Good,Outdoor,Large,Medium,Rare,Air Purification,Neem
Rural,76,40.0,84.0,9.2,6.0,0.79,73.9,Low,16,77,28,82,160,12,Partial Shade,Sandy,6.6,Moderate,Outdoor,Large,Low,Rare,Shade,Neem
Rural,31,21.4,45.6,18.5,5.3,0.41,51.4,Low,66,90,28,79,182,4,Full Shade,Loamy,7.2,Poor,Indoor,Medium,Medium,Frequent,Air Purification,Peace Lily
Rural,38,37.7,71.7,1.8,2.2,0.39,62.0,High,5,44,26,77,341,17,Partial Shade,Sandy,6.9,Moderate,Outdoor,Large,High,Regular,Edible,Coconut
Residential,86,13.8,27.1,9.4,7.9,0.45,75.1,Low,94,29,17,92,185,3,Partial Shade,Loamy,5.9,Moderate,Outdoor,Large,High,Frequent,Shade,Neem
Urban,45,38.3,73.1,2.5,3.5,0.18,32.6,Medium,103,11,33,77,293,1,Partial Shade,Clay,7.2,Good,Outdoor,Large,Medium,Rare,Edible,Guava
Urban,37,28.8,54.4,7.5,7.3,0.63,73.8,High,10,53,26,70,216,14,Full Sun,Sandy,6.7,Moderate,Indoor,Medium,Medium,Frequent,Edible,Tulsi
Residential,61,24.3,48.0,6.6,0.8,0.39,40.9,High,149,20,33,67,65,13,Full Sun,Loamy,7.8,Moderate,Outdoor,Large,Medium,Frequent,Edible,Guava
Urban,45,30.5,58.9,7.2,6.8,0.62,43.3,High,5,63,35,55,274,6,Partial Shade,Sandy,7.3,Good,Outdoor,Large,Medium,Rare,Decoration,Bamboo
Urban,45,34.3,65.4,17.0,4.9,0.11,75.8,Medium,94,54,18,49,100,15,Full Sun,Sandy,5.8,Good,Indoor,Medium,Medium,Frequent,Air Purification,Areca Palm
Urban,35,30.4,65.4,12.0,5.5,0.3,66.2,Medium,110,86,31,46,342,14,Full Sun,Clay,5.2,Moderate,Balcony,Small,Medium,Regular,Decoration,Bougainvillea
Urban,33,22.3,44.6,8.1,7.5,0.62,85.2,High,41,51,18,81,346,1,Full Sun,Loamy,5.6,Good,Outdoor,Large,Medium,Frequent,Air Purification,Banyan
Residential,31,27.1,54.6,6.2,7.3,0.45,54.0,Medium,113,76,41,48,125,7,Partial Shade,Sandy,8.1,Good,Balcony,Small,Low,Regular,Air Purification,Areca Palm
Residential,30,34.8,63.1,7.9,7.8,0.26,84.7,Medium,143,95,35,90,326,10,Partial Shade,Clay,7.3,Good,Indoor,Medium,Medium,Regular,Air Purification,Peace Lily
Residential,31,19.6,39.0,16.8,3.8,0.68,80.8,Low,48,45,35,38,221,8,Full Sun,Sandy,5.6,Poor,Indoor,Medium,Low,Regular,Shade,Areca Palm
Rural,96,19.1,40.8,18.8,7.5,0.11,64.9,High,33,16,16,80,152,0,Full Sun,Loamy,6.9,Good,Outdoor,Large,Medium,Rare,Edible,Guava
Residential,58,28.0,51.5,2.7,0.7,0.69,88.4,Medium,50,78,37,40,274,6,Full Sun,Clay,5.7,Moderate,Outdoor,Large,Low,Rare,Air Purification,Neem
Rural,59,31.0,62.3,7.1,5.0,0.39,38.1,High,6,66,28,44,351,6,Full Sun,Sandy,7.2,Poor,Outdoor,Large,Low,Rare,Decoration,Bougainvillea
Residential,58,23.8,48.2,18.4,5.2,0.49,71.9,Low,66,94,32,90,313,1,Full Sun,Sandy,6.7,Moderate,Balcony,Small,High,Frequent,Shade,Bamboo
Residential,32,32.4,63.8,6.1,6.3,0.5,61.2,High,9,87,18,93,268,6,Full Sun,Clay,8.1,Good,Balcony,Small,Low,Rare,Air Purification,Bamboo
Urban,74,18.8,34.0,12.6,7.7,0.54,87.3,Medium,136,81,28,88,144,14,Full Shade,Clay,5.9,Moderate,Indoor,Medium,Medium,Rare,Air Purification,Snake Plant
Residential,91,33.0,61.2,3.3,5.2,0.4,89.3,Medium,53,38,19,81,170,5,Full Sun,Sandy,5.3,Moderate,Balcony,Small,Low,Frequent,Decoration,Bougainvillea
Residential,83,24.0,45.7,9.5,0.5,0.75,58.6,Low,25,96,36,53,180,16,Full Shade,Loamy,6.2,Good,Indoor,Medium,High,Frequent,Shade,Snake Plant
Urban,100,41.8,84.4,12.9,5.7,0.33,87.9,Low,122,42,20,38,78,7,Full Sun,Loamy,6.9,Good,Outdoor,Large,Medium,Regular,Shade,Mango
Urban,95,12.5,23.9,2.6,2.0,0.1,70.7,Medium,78,65,23,76,356,8,Full Shade,Loamy,6.3,Good,Outdoor,Large,High,Rare,Shade,Neem
Urban,89,14.0,28.0,18.9,3.6,0.43,69.2,High,21,75,23,77,266,7,Full Sun,Loamy,7.7,Good,Outdoor,Large,Medium,Regular,Air Purification,Banyan
Rural,75,14.2,26.2,12.7,7.3,0.47,61.9,Medium,50,22,39,61,381,2,Full Sun,Sandy,6.3,Good,Outdoor,Large,High,Rare,Decoration,Bougainvillea
Residential,46,36.5,72.8,6.0,6.5,0.31,74.8,Low,81,97,19,86,207,4,Full Sun,Sandy,5.3,Poor,Indoor,Medium,Medium,Frequent,Decoration,Areca Palm
Residential,100,14.0,27.0,2.0,2.9,0.26,72.0,High,48,23,41,77,213,17,Full Sun,Sandy,7.1,Good,Outdoor,Large,Low,Frequent,Shade,Neem
Residential,92,36.5,75.5,11.6,3.0,0.73,45.5,Medium,6,71,38,63,146,4,Partial Shade,Loamy,8.1,Moderate,Balcony,Small,Low,Regular,Decoration,Money Plant
Residential,39,15.1,30.1,6.3,7.9,0.2,34.2,Medium,83,67,31,53,117,16,Full Sun,Sandy,6.6,Moderate,Outdoor,Large,Low,Frequent,Edible,Coconut
Residential,104,10.4,20.4,3.0,5.2,0.32,64.9,High,35,95,23,51,319,16,Full Sun,Clay,7.1,Moderate,Indoor,Medium,Low,Rare,Air Purification,Snake Plant
Urban,76,27.3,59.9,18.6,4.0,0.5,70.3,High,99,19,34,48,84,11,Full Sun,Clay,8.0,Moderate,Balcony,Small,Medium,Frequent,Shade,Bamboo
Urban,49,20.3,39.2,18.1,4.5,0.37,74.9,Medium,42,85,39,31,106,9,Partial Shade,Sandy,5.6,Good,Outdoor,Large,Medium,Regular,Decoration,Areca Palm
Residential,101,29.8,64.1,14.5,7.1,0.62,42.4,Low,19,32,30,43,51,11,Partial Shade,Clay,5.3,Moderate,Indoor,Medium,High,Frequent,Decoration,Peace Lily
Residential,59,21.0,43.1,15.1,3.3,0.77,46.1,Low,131,29,22,87,329,13,Full Sun,Loamy,8.0,Moderate,Balcony,Small,Medium,Frequent,Decoration,Bougainvillea
Urban,58,22.1,44.9,10.4,6.2,0.12,89.6,Low,95,19,15,45,375,7,Full Sun,Clay,6.8,Moderate,Outdoor,Large,Medium,Frequent,Air Purification,Peepal
Residential,91,39.0,76.0,16.3,2.6,0.24,57.0,Low,81,48,23,44,360,18,Full Sun,Loamy,5.9,Good,Outdoor,Large,Low,Regular,Edible,Mango
Urban,96,10.0,20.5,4.4,6.3,0.68,50.7,Medium,53,29,41,48,98,16,Full Sun,Loamy,6.8,Good,Outdoor,Large,Medium,Regular,Shade,Mango
Residential,67,30.1,62.9,10.7,4.5,0.41,82.0,Low,8,15,22,68,100,6,Full Sun,Sandy,5.6,Good,Indoor,Medium,Medium,Regular,Decoration,Areca Palm
Residential,71,23.8,45.0,19.9,7.6,0.33,52.4,Medium,111,64,17,71,310,15,Full Sun,Sandy,7.8,Moderate,Outdoor,Large,Medium,Rare,Edible,Coconut
Residential,31,10.5,19.2,16.3,3.6,0.22,72.0,Low,63,55,39,92,347,10,Full Sun,Loamy,5.4,Moderate,Outdoor,Large,Medium,Frequent,Decoration,Ashoka
Urban,43,39.6,81.1,8.4,2.8,0.37,65.3,Medium,141,31,26,50,87,9,Full Sun,Loamy,7.9,Good,Balcony,Small,Medium,Frequent,Air Purification,Bamboo
Residential,104,28.4,51.4,9.8,4.4,0.44,44.2,Medium,65,98,16,56,179,11,Partial Shade,Loamy,7.8,Good,Outdoor,Large,Low,Rare,Edible,Guava
Residential,56,17.0,32.0,11.3,0.8,0.6,37.8,Low,12,30,27,88,88,10,Full Shade,Sandy,7.0,Moderate,Indoor,Medium,Medium,Regular,Decoration,Peace Lily
Urban,59,23.5,49.2,3.6,5.0,0.4,62.7,Low,37,80,33,50,328,6,Full Sun,Sandy,6.8,Moderate,Outdoor,Large,Low,Regular,Air Purification,Neem
Residential,86,41.5,89.8,17.0,5.0,0.59,82.5,Low,24,49,21,79,256,20,Full Sun,Loamy,6.1,Poor,Indoor,Medium,High,Frequent,Decoration,Areca Palm
Urban,57,33.8,70.0,3.2,6.5,0.28,65.9,Medium,106,15,34,80,99,8,Partial Shade,Loamy,6.6,Good,Balcony,Small,Medium,Regular,Air Purification,Areca Palm
Residential,83,14.6,29.1,5.3,7.1,0.79,85.7,Medium,133,82,34,61,369,2,Partial Shade,Loamy,5.7,Good,Balcony,Small,Low,Regular,Air Purification,Areca Palm
Urban,70,21.0,46.0,13.8,2.5,0.33,58.4,Medium,87,75,26,41,72,5,Full Sun,Clay,5.8,Good,Outdoor,Large,High,Rare,Decoration,Ashoka
Residential,49,23.9,48.2,17.2,6.1,0.77,62.0,Low,91,78,28,51,164,13,Partial Shade,Loamy,5.9,Good,Indoor,Medium,Medium,Rare,Air Purification,Snake Plant
Urban,104,25.5,52.8,8.8,0.9,0.42,64.9,High,12,76,27,60,301,0,Full Shade,Sandy,7.4,Good,Indoor,Medium,Low,Regular,Decoration,Snake Plant
Residential,93,25.3,55.5,13.7,2.3,0.25,80.8,Medium,41,78,16,78,327,13,Full Sun,Loamy,6.0,Good,Indoor,Medium,Low,Rare,Air Purification,Snake Plant
Urban,103,29.3,61.8,7.3,3.2,0.27,46.6,High,42,20,36,74,118,6,Partial Shade,Clay,6.3,Moderate,Indoor,Medium,Medium,Regular,Air Purification,Peace Lily
Residential,47,11.2,23.7,2.7,7.7,0.32,51.0,Medium,38,68,35,60,342,9,Full Sun,Clay,8.0,Good,Indoor,Medium,Low,Regular,Air Purification,Snake Plant
Urban,89,11.5,24.7,4.8,6.6,0.49,85.2,High,96,41,22,72,196,18,Full Sun,Sandy,5.5,Good,Outdoor,Large,Low,Regular,Shade,Mango
Residential,58,32.2,61.2,19.6,5.1,0.39,48.0,Medium,80,39,33,72,121,3,Full Sun,Sandy,6.0,Poor,Outdoor,Large,Medium,Regular,Edible,Coconut
Residential,86,20.5,43.2,12.1,1.5,0.64,57.9,High,114,82,26,66,94,13,Partial Shade,Loamy,5.0,Good,Balcony,Small,Medium,Regular,Air Purification,Areca Palm
Rural,63,22.0,46.1,18.4,6.7,0.55,44.8,Medium,147,97,27,45,128,9,Full Sun,Clay,7.4,Moderate,Indoor,Medium,Medium,Rare,Shade,Snake Plant
Residential,60,39.2,73.8,5.2,2.0,0.41,78.6,High,26,56,26,55,58,7,Full Shade,Sandy,5.7,Moderate,Indoor,Medium,High,Regular,Air Purification,Peace Lily
Urban,84,11.8,25.4,19.3,7.3,0.23,79.3,Low,33,93,27,47,227,2,Partial Shade,Sandy,5.2,Good,Indoor,Medium,Medium,Rare,Decoration,Spider Plant
Residential,98,21.5,46.8,14.4,5.7,0.67,65.7,High,50,52,20,81,126,3,Full Sun,Loamy,6.2,Moderate,Balcony,Small,Medium,Frequent,Decoration,Bougainvillea
Residential,51,35.2,64.3,16.1,1.2,0.23,66.4,Low,51,69,23,31,145,13,Full Sun,Loamy,6.3,Good,Outdoor,Large,Medium,Regular,Edible,Mango
Urban,47,35.7,67.3,7.8,6.1,0.66,80.8,High,6,22,24,79,213,0,Partial Shade,Loamy,7.9,Good,Balcony,Small,High,Regular,Decoration,Spider Plant
Urban,65,12.6,23.6,8.3,5.5,0.12,50.6,Medium,124,33,17,44,271,13,Partial Shade,Clay,5.1,Poor,Balcony,Small,Medium,Regular,Shade,Bamboo
Residential,60,28.7,60.3,16.8,4.9,0.23,33.9,Medium,84,74,31,30,321,12,Full Sun,Loamy,6.4,Moderate,Outdoor,Large,Low,Frequent,Shade,Neem
Residential,36,10.4,21.3,6.7,3.1,0.36,44.1,Medium,98,98,34,63,390,4,Full Sun,Loamy,8.0,Good,Balcony,Small,Medium,Regular,Air Purification,Bamboo
Urban,34,25.6,46.7,3.7,1.8,0.56,34.9,Medium,24,43,34,53,64,1,Full Shade,Clay,6.5,Moderate,Indoor,Medium,Medium,Regular,Shade,Areca Palm
Urban,65,15.1,32.3,11.8,2.5,0.51,64.0,Medium,99,49,27,60,264,18,Full Sun,Sandy,6.8,Good,Outdoor,Large,Low,Regular,Shade,Mango
Rural,44,33.2,72.7,18.8,4.1,0.63,79.1,High,24,54,29,70,280,8,Full Sun,Sandy,6.8,Good,Outdoor,Large,Medium,Rare,Decoration,Bougainvillea
Residential,33,24.8,52.0,7.9,1.1,0.28,34.4,Medium,49,51,19,91,358,15,Partial Shade,Sandy,5.6,Good,Balcony,Small,Medium,Frequent,Edible,Aloe Vera
Urban,41,25.0,52.4,14.0,6.9,0.52,52.5,Low,142,42,17,92,104,14,Full Shade,Loamy,6.1,Good,Indoor,Medium,Medium,Rare,Edible,Aloe Vera
Residential,102,21.2,38.9,14.7,1.5,0.6,58.4,Medium,116,24,21,56,224,17,Full Sun,Sandy,7.5,Good,Outdoor,Large,Medium,Rare,Air Purification,Neem
Residential,37,29.2,54.0,15.8,2.2,0.5,63.4,High,54,51,38,52,51,5,Full Shade,Loamy,6.0,Good,Outdoor,Large,High,Regular,Shade,Mango
Rural,94,26.0,48.5,7.6,7.5,0.32,40.2,Low,61,51,20,51,310,19,Full Sun,Sandy,5.9,Good,Outdoor,Large,Low,Regular,Edible,Coconut
Residential,100,23.5,44.6,3.9,4.2,0.46,80.1,High,101,54,29,81,355,10,Partial Shade,Sandy,5.1,Moderate,Balcony,Small,Medium,Frequent,Shade,Bamboo
Rural,73,41.7,75.8,16.5,7.9,0.51,40.6,High,24,20,41,31,324,1,Partial Shade,Loamy,6.8,Moderate,Indoor,Medium,Low,Frequent,Air Purification,Snake Plant
Urban,34,39.9,82.2,3.1,1.1,0.18,81.4,Low,120,86,32,80,170,1,Full Sun,Clay,6.0,Moderate,Outdoor,Large,Low,Regular,Shade,Mango
Rural,56,40.4,75.9,16.6,0.6,0.34,52.4,High,106,41,31,33,59,20,Full Sun,Loamy,7.8,Moderate,Balcony,Small,Low,Regular,Shade,Bamboo
Residential,98,16.6,35.2,18.7,5.7,0.64,41.8,Medium,121,45,37,90,223,18,Partial Shade,Loamy,5.3,Moderate,Balcony,Small,High,Frequent,Air Purification,Snake Plant
Residential,64,25.2,50.3,3.6,7.4,0.7,68.3,High,22,81,24,54,192,17,Full Sun,Loamy,5.3,Moderate,Balcony,Small,Medium,Regular,Decoration,Bougainvillea
Urban,102,36.7,66.5,17.8,2.8,0.32,47.9,High,32,36,34,49,150,4,Full Shade,Clay,5.2,Moderate,Indoor,Medium,Low,Rare,Air Purification,Snake Plant
Urban,82,14.4,30.8,12.3,3.1,0.13,79.1,High,29,68,21,44,99,10,Partial Shade,Clay,5.2,Good,Outdoor,Large,Low,Rare,Shade,Neem
Urban,81,18.2,36.6,17.9,1.8,0.69,55.3,Low,18,52,25,36,320,14,Full Sun,Loamy,7.9,Moderate,Outdoor,Large,Medium,Regular,Air Purification,Banyan
Urban,73,42.2,87.5,8.9,4.7,0.73,73.9,Medium,115,97,35,87,190,18,Full Sun,Loamy,7.5,Moderate,Indoor,Medium,Low,Rare,Air Purification,Snake Plant
Rural,105,42.8,81.7,19.5,7.4,0.6,81.3,High,109,74,30,88,154,20,Partial Shade,Loamy,6.5,Good,Indoor,Medium,Medium,Regular,Air Purification,Peace Lily
Urban,36,21.3,42.9,4.3,4.6,0.7,33.2,High,52,68,27,42,277,19,Full Shade,Sandy,5.7,Good,Balcony,Small,High,Frequent,Air Purification,Snake Plant
Rural,85,26.1,56.4,2.0,4.1,0.39,87.4,High,53,24,35,47,222,5,Partial Shade,Sandy,5.6,Moderate,Indoor,Medium,Low,Rare,Decoration,Money Plant
Residential,70,25.2,55.0,5.0,3.7,0.44,66.0,High,131,97,34,42,186,14,Full Sun,Loamy,5.8,Moderate,Balcony,Small,Medium,Frequent,Decoration,Bougainvillea
Residential,67,16.3,33.9,14.0,5.9,0.4,34.1,High,63,17,31,55,298,1,Full Shade,Sandy,7.9,Good,Balcony,Small,Low,Regular,Shade,Bamboo
Rural,73,14.6,26.6,13.1,0.8,0.68,74.5,Medium,5,32,27,31,213,5,Partial Shade,Loamy,8.1,Poor,Balcony,Small,Low,Frequent,Shade,Bamboo
Urban,45,11.2,22.1,10.1,7.2,0.56,47.8,High,51,81,32,40,365,10,Partial Shade,Loamy,5.0,Good,Indoor,Medium,Low,Regular,Shade,Areca Palm
Urban,73,29.0,54.0,10.2,2.7,0.76,51.0,High,92,12,36,58,65,15,Partial Shade,Sandy,7.1,Good,Outdoor,Large,High,Regular,Air Purification,Banyan
Rural,89,20.6,45.2,4.4,3.7,0.67,40.5,Low,47,88,33,86,73,2,Full Sun,Sandy,6.3,Moderate,Indoor,Medium,Low,Rare,Air Purification,Snake Plant
Urban,105,25.3,49.9,14.7,5.7,0.33,63.3,High,21,33,24,91,166,0,Full Sun,Sandy,7.4,Moderate,Balcony,Small,Medium,Regular,Shade,Bamboo
Urban,88,39.9,84.0,14.1,7.0,0.43,78.7,High,113,24,33,91,176,4,Full Sun,Loamy,7.5,Good,Outdoor,Large,Medium,Frequent,Shade,Neem
Urban,70,34.9,67.5,15.8,4.9,0.79,85.8,Medium,41,97,31,36,61,5,Full Sun,Loamy,8.0,Good,Outdoor,Large,Medium,Rare,Air Purification,Neem
Rural,77,40.4,83.0,2.4,5.1,0.48,51.3,Medium,107,17,41,46,360,7,Full Shade,Loamy,6.7,Good,Indoor,Medium,Medium,Rare,Air Purification,Snake Plant
Urban,53,32.7,69.5,13.4,3.6,0.29,64.2,High,93,97,23,66,90,14,Full Shade,Loamy,7.2,Good,Indoor,Medium,High,Regular,Air Purification,Peace Lily
Urban,71,10.8,23.0,17.9,0.7,0.59,46.8,Medium,131,80,15,52,353,16,Full Shade,Loamy,6.3,Moderate,Indoor,Medium,High,Regular,Decoration,Peace Lily
Urban,48,18.1,33.9,14.0,2.7,0.26,38.4,Medium,5,67,29,71,217,14,Full Sun,Loamy,5.4,Moderate,Indoor,Medium,Medium,Regular,Decoration,Areca Palm
Rural,33,35.0,67.2,1.2,5.9,0.56,56.6,Low,25,66,41,76,364,14,Full Sun,Loamy,8.1,Good,Outdoor,Large,Low,Rare,Edible,Guava
Urban,71,17.9,36.6,13.2,6.4,0.79,40.4,Medium,50,76,26,66,223,10,Full Shade,Sandy,7.5,Good,Indoor,Medium,Low,Regular,Edible,Tulsi
Rural,39,35.5,77.4,15.0,7.5,0.45,44.4,Medium,85,16,18,85,181,12,Partial Shade,Clay,5.7,Good,Indoor,Medium,Medium,Rare,Shade,Snake Plant
Rural,32,40.8,89.1,1.4,4.5,0.25,38.9,High,107,51,16,39,122,9,Partial Shade,Sandy,5.1,Poor,Outdoor,Large,Medium,Rare,Edible,Coconut
Urban,74,29.5,61.1,15.7,6.4,0.4,72.0,Medium,114,25,36,35,384,7,Partial Shade,Clay,6.1,Poor,Indoor,Medium,Medium,Regular,Shade,Areca Palm
Urban,95,18.1,34.3,19.4,1.3,0.26,65.4,Low,55,13,20,44,252,3,Partial Shade,Sandy,6.7,Moderate,Indoor,Medium,Low,Rare,Decoration,Money Plant
Residential,50,36.7,73.9,2.7,7.8,0.4,49.5,Medium,130,21,40,82,369,9,Partial Shade,Sandy,5.3,Good,Outdoor,Large,Medium,Rare,Shade,Neem
Residential,67,39.5,85.9,7.2,6.8,0.24,89.6,Medium,126,11,32,41,243,9,Full Shade,Sandy,6.3,Moderate,Indoor,Medium,Low,Rare,Air Purification,Snake Plant
Residential,74,29.4,62.3,19.4,1.1,0.11,68.1,Medium,137,64,39,78,208,7,Full Sun,Sandy,6.3,Good,Indoor,Medium,Low,Regular,Edible,Tulsi
Urban,32,10.4,19.3,12.8,1.2,0.7,66.7,Medium,138,94,29,91,397,1,Full Shade,Clay,6.7,Good,Indoor,Medium,Low,Regular,Air Purification,Snake Plant
Residential,42,9.1,18.3,10.7,1.4,0.77,52.4,Medium,88,14,33,38,51,15,Partial Shade,Loamy,6.6,Good,Indoor,Medium,Medium,Frequent,Shade,Snake Plant
Urban,83,36.4,78.0,15.3,1.6,0.76,66.8,High,69,17,16,89,286,1,Partial Shade,Loamy,6.7,Moderate,Indoor,Medium,High,Regular,Edible,Tulsi
Residential,76,13.9,28.9,2.0,6.7,0.63,64.5,Medium,66,42,34,59,253,8,Full Sun,Loamy,7.5,Good,Balcony,Small,Low,Rare,Air Purification,Bamboo
Rural,67,9.8,19.1,3.7,7.9,0.7,61.4,Low,100,65,15,64,377,12,Full Sun,Loamy,6.9,Moderate,Indoor,Medium,High,Regular,Edible,Tulsi
Residential,104,34.9,71.7,13.4,3.9,0.24,69.7,High,48,66,34,53,124,14,Full Shade,Sandy,6.7,Good,Balcony,Small,High,Regular,Decoration,Spider Plant
Residential,73,30.0,64.3,3.5,0.7,0.72,62.7,Low,54,68,20,40,129,16,Full Sun,Loamy,5.9,Good,Balcony,Small,Medium,Frequent,Shade,Bamboo
Residential,95,37.8,69.0,14.5,3.5,0.46,34.0,High,22,34,23,71,85,15,Full Sun,Clay,6.7,Moderate,Indoor,Medium,Medium,Rare,Air Purification,Snake Plant
Urban,82,25.2,54.3,1.1,2.5,0.2,44.3,Low,104,35,24,73,271,6,Full Sun,Loamy,5.4,Moderate,Outdoor,Large,Medium,Rare,Edible,Guava
Urban,30,19.8,40.9,9.8,1.6,0.11,42.9,Medium,112,55,34,36,166,9,Full Shade,Clay,5.5,Good,Balcony,Small,High,Frequent,Edible,Aloe Vera
Urban,53,27.4,58.2,12.0,4.3,0.26,31.5,Low,78,89,38,78,82,2,Full Shade,Clay,6.1,Moderate,Outdoor,Large,Low,Rare,Decoration,Bamboo
Residential,63,23.2,48.1,18.8,3.3,0.23,82.6,Medium,141,68,19,71,324,5,Full Sun,Sandy,7.2,Moderate,Indoor,Medium,Low,Regular,Edible,Tulsi
Residential,54,12.4,23.2,15.6,5.2,0.22,67.5,Low,70,40,36,61,263,13,Partial Shade,Loamy,5.5,Moderate,Indoor,Medium,Medium,Rare,Edible,Aloe Vera
Residential,80,39.1,82.6,2.9,7.7,0.43,55.4,Medium,114,43,31,81,63,4,Full Sun,Loamy,8.1,Good,Indoor,Medium,High,Regular,Shade,Areca Palm
Rural,48,13.4,25.5,4.9,4.4,0.69,39.2,Medium,45,71,22,51,183,14,Full Sun,Loamy,7.5,Good,Outdoor,Large,Low,Regular,Shade,Mango
Residential,94,37.7,70.6,2.9,2.4,0.32,53.6,High,34,48,22,63,148,2,Partial Shade,Clay,6.9,Moderate,Balcony,Small,Medium,Regular,Shade,Bamboo
Residential,37,35.6,68.8,16.9,4.0,0.72,47.7,High,7,70,15,38,332,1,Partial Shade,Loamy,5.1,Poor,Indoor,Medium,Low,Regular,Air Purification,Snake Plant
Urban,58,41.0,76.1,6.1,0.8,0.44,42.8,High,18,83,40,73,256,6,Partial Shade,Clay,6.8,Moderate,Indoor,Medium,Medium,Frequent,Shade,Snake Plant
Rural,83,43.1,89.6,6.9,6.5,0.47,78.6,High,95,59,18,58,102,7,Partial Shade,Loamy,7.3,Good,Indoor,Medium,Medium,Regular,Shade,Areca Palm
Rural,57,15.1,28.0,8.0,2.9,0.54,64.6,Low,70,31,18,71,97,17,Partial Shade,Sandy,6.9,Good,Outdoor,Large,Low,Rare,Edible,Coconut
Rural,87,42.5,93.0,5.2,7.8,0.19,58.7,Medium,44,31,39,36,224,16,Full Sun,Sandy,6.9,Good,Outdoor,Large,Medium,Rare,Air Purification,Neem
Urban,60,27.5,50.9,3.0,0.6,0.26,78.9,High,131,61,37,86,112,18,Full Shade,Clay,5.6,Moderate,Balcony,Small,Medium,Frequent,Decoration,Spider Plant
Urban,41,9.8,18.6,1.4,4.7,0.48,65.4,Medium,98,55,20,63,69,7,Partial Shade,Sandy,8.2,Good,Indoor,Medium,Medium,Regular,Decoration,Spider Plant
Rural,60,17.6,36.4,15.9,5.3,0.54,61.0,Medium,131,23,15,80,202,11,Partial Shade,Loamy,6.6,Moderate,Outdoor,Large,Low,Rare,Decoration,Bamboo
Residential,98,40.6,85.8,1.5,1.7,0.53,75.4,Medium,132,91,40,47,291,10,Full Shade,Loamy,6.7,Good,Indoor,Medium,Low,Frequent,Decoration,ZZ Plant
